specialid,title,description,url
873,【正邦小荷作文】春季户外写生活动圆满结束,"【正邦<em><b>小荷作文</b></em>】春季<em><b>户外</b></em>写生活动圆满结束2015-07-2020:49:57作者:yuanhui点击:春天是一本彩色的书——黄的迎春花,红的桃花,绿的柳叶,白的梨花……春天...",http://www.uu6u.com/show-11-1412-1.html
873,"duang,听了小荷作文妈妈在也不用担心我写作文了。","通过这次<em><b>户外</b></em>体验课,我明白了一个道理:做人要赢得起,也要输得起!相关推荐看过duang,听了<em><b>小荷作文</b></em>妈妈在也不用担心我写作文了。的人还在看...",http://www.uu6u.com/show-13-2858-1.html
873,"小新星英语携手小荷作文,免费共开课喊你来!!!","全国连锁品牌——<em><b>小荷作文</b></em>携手小新星,免费公开课邀您参加!时间:2015年3月15日第一场:9:30——11:30第二场:15:00——16:00地点:子路教育(二小东侧新",http://www.uu6u.com/show-6-712-1.html
1356,学霸经验分享:我走过的那些弯路你们就不要走了,"导语有人说,成功就是你在重大的事情上面不犯或者少犯错。在高考备考中也是。衡水<em><b>学霸</b></em>血泪<em><b>分享</b></em>自己<em><b>走过的那些弯路</b></em>,希望高三党看了这篇文章之后,有很大的收获。如果...",http://www.uu6u.com/show-13-1356-1.html
1554,【在场档案】第二届(2010)在场主义散文奖,"据“在场主义散文网”7月7日讯,海内外瞩目的华语民间第一文学大奖——<em><b>第二届(2010)在场主义散文奖</b></em>,经过半年的多层酝酿评选,终于6月30日揭晓,经过...",http://www.uu6u.com/show-7-1554-1.html
1968,【我是艺考生】林瑶:艺考日记,"作者介绍<em><b>林瑶</b></em>,汕头市聿怀中学高三学生,参加2015年<em><b>艺考</b></em>2015214前阵子上南京考的南京艺术学院,既是<em><b>我艺考</b></em>生涯的第一站,也是我第一次离开父母的保护伞出去看看这...",http://www.uu6u.com/show-11-1968-1.html
1968,只要我没考到95分以上,"每次我拿着试卷回来,只要我没考到95分以上,就会批评我,如果我考到80到90之间...我最爱我的爸爸。六年级:钱炳烨相关推荐<em><b>【我是艺考生】林瑶:艺考日记</b></em>前阵...",http://www.uu6u.com/show-8-46944-1.html
2291,【美丽中文团】给孩子一个诗意童年---中外儿童,"洋妈推荐:孩子是天生的诗人,不是因为他们能写出深刻优美的句子,而是因为他们的...看过<em><b>【美丽中文团】给孩子一个诗意童年</b></em>---<em><b>中外儿童</b></em>的人还在看【家庭...",http://www.uu6u.com/show-7-2291-1.html
2532,"【聚焦高考】高考语文阅卷老师谈高考作文,你的分都丢在","往届很多考生在<em><b>高考</b></em>(课程)完了查到自己的<em><b>高考语文</b></em>成绩时,都会有这样的疑问:我的诊断性测试和适应性测试的语文成绩都超过了120分,为什么到最后真正的...",http://www.uu6u.com/show-6-2532-1.html
2532,【聚焦中高考】如何填志愿?晨报高考公益讲座给你答案-优秀作文网,"晨报2015年<em><b>高考</b></em>系列公益讲座已拉开序幕,今年新疆<em><b>高考</b></em>志愿填报发生变革,由以前的估分填志愿,改为知分、知位、知线填报志愿,面对改革,考生该如何报志愿?...",http://www.uu6u.com/show-8-3620-1.html
2532,"【OC名师】高考阅卷老师陈家武:察低分病灶,明备考启-优秀作文网","四、游戏。<em><b>高考作文</b></em>总分最高达70分,对<em><b>语文</b></em>科乃至整个<em><b>高考</b></em>而言非常重要,但是有些...而每错一个字扣1分,这种<em><b>丢分</b></em>真是可惜;有的考生的作文文体特征不明,开头、...",http://www.uu6u.com/show-9-1869-1.html
2532,"【热闹】愚人节大揭秘:你看到的高考零分作文都是假的,-优秀作文网","今天是愚人节,谈一件和<em><b>作文</b></em>有关、大家上当的事。近几年,每年<em><b>高考</b></em>结束后,都会出现一堆零<em><b>分作文</b></em>。比如:2014年四川省考题:人,只有在自己站起来之后,...",http://www.uu6u.com/show-8-984-1.html
2532,"【高考冲刺】11日,状元语文老师传授高考作文得一等文","哈市<em><b>高考阅卷</b></em>员马红<em><b>老师,</b></em>这位曾在2014年指导哈市<em><b>高考</b></em>理科状元姚笑寒,助其<em><b>语文</b></em>获得124分高分的状元<em><b>老师,</b></em>明确地告诉考生们:“树信心,重行动,临阵磨枪不...",http://www.uu6u.com/show-8-1865-1.html
2662,"一篇感动了亿万父母的小学生作文,大家看完都哭了!-优秀作文网","小时候,<em><b>父母</b></em>对孩子无取无求的付出与陪伴,并不需要孩子有什么回报,只是孩子在一次考试中写得<em><b>一篇</b></em>《感悟亲情》的文章就足以让全天下的<em><b>父母</b></em>都为之<em><b>感动</b></em>。看过这篇...",http://www.uu6u.com/show-13-2223-1.html
2662,"【写作指导】教小学生写作文的基本规律,家长、教师必读-优秀作文网","然后对<em><b>学生作文</b></em>逐步提出较高的要求,这是“收”的...看过【写作指导】教<em><b>小学生</b></em>写<em><b>作文</b></em>的基本规律,家长、...从孩子的表现看<em><b>父母</b></em>的缺点,震惊很多人对于正在写辞职...",http://www.uu6u.com/show-10-2445-1.html
2662,"【游学日志】和爸爸妈妈一起,当一天的小学生-优秀作文网","“爸爸妈妈,我要邀请您和我一起坐上哥哥姐姐的大校车,到小学里当一天的<em><b>小学生!</b></em>”“好呀!”“那你要和我一起完成4个任务哦!”“哦,是哪四个任务呢?”“第...",http://www.uu6u.com/show-10-3580-1.html
2662,"小学英语单词汇总,各位爸爸妈妈赶紧收藏分享了!-优秀作文网","首页&gt;高考<em><b>作文</b></em>&gt;正文小学英语单词汇总,各位爸爸妈妈赶紧收藏分享了!...<em><b>一篇感动了亿万父母</b></em>的<em><b>小学生作文</b></em>,大...【睿读】关注建科咨询书友会公众号...",http://www.uu6u.com/show-11-2219-1.html
2679,"祖国,你在我心中-作文","我愿将青春和热血奉献给太阳底下最美好的事业,怀着这种追求,捧着这颗恒心,带着这股力量,我将不断向着新的目标破浪前进——因为<em><b>祖国</b></em>在我心中!...",http://www.uu6u.com/show-7-50108-1.html
2679,祖国在我我心中,"我们的<em><b>祖国</b></em>幅员辽阔、物产丰富、景色壮美,宽广的土地哺育着我们。<em><b>祖国</b></em>就像妈妈一样的守护着我们,而我们就是<em><b>祖国</b></em>的花朵、<em><b>祖国</b></em>的未来、<em><b>祖国</b></em>的希望。为了<em><b>祖国</b></em>的明天,要...",http://www.uu6u.com/show-7-50150-1.html
2679,"祖国,你在我心中","1949年的10月,在天安门城楼上一位巨人俯瞰着世界、声音洪亮,让全世界震撼了,当第一面五星红旗冉冉升起的时候,那鲜红胜利的旗帜,在北京、<em><b>祖国</b></em>的各地迎风飘扬,从此...",http://www.uu6u.com/show-7-50107-1.html
2679,祖国在我心中演讲稿,"大家好!今天我要演讲的题目是《<em><b>祖国</b></em>在我心中》。仰起头,鲜艳的五星红旗随风飘扬。那耀眼的红色是由战士们的鲜血染成。那璀璨的金星是中华领袖的心血,长江,...",http://www.uu6u.com/show-7-50153-1.html
2764,【榆林零距离】微课堂(135),<em><b>【榆林零距离】微课堂(135)</b></em>2015-09-1010:19:04作者:yuanhui点击:15、细节描述[样片]《新闻调查》1998年4月24日《大官村里选村官》编导:...,http://www.uu6u.com/show-12-2764-1.html
3164,【鲍子私塾课堂】一天一则《论语》·第17课,"<em><b>【鲍子私塾课堂】一天一则《论语》·第</b></em>17课2015-08-<em><b>12</b></em>23:22:07作者:yuanhui点击:一天一则,读懂《论语》。为政篇第二原文21子曰:“为政以德,譬如北辰...",http://www.uu6u.com/show-6-1943-1.html
3164,【鲍子私塾课堂】一天一则《论语》·第15课,"没有。不是什么人都有资格的。但有了这一问一答,子贡有资格跟孔子学《诗经》了。相关推荐看过<em><b>【鲍子私塾课堂】一天一则《论语》·第</b></em>15课的人还在看...",http://www.uu6u.com/show-11-1304-1.html
3291,【凯乐作文】名师教写作系列/如何描绘一幅让人倾心的风,"<em><b>如何描绘一幅让人倾心的</b></em>风景<em><b>写作</b></em>通常离不开描写,在众多的描写中,景物的描写尤为重要,好的景物描写通常会带给人身临其境的感觉。怎么样才可以让你的景物变得美好...",http://www.uu6u.com/show-9-3291-1.html
3336,【中考满分作文】2014年山东潍坊卷中考作文满分作文,"<em><b>2014年山东</b></em>潍坊<em><b>卷中考作文</b></em>真題阅卷解析与<em><b>满分作文【</b></em>真题点击】阅读下面的文字,按要求<em><b>作文</b></em>。有一个旅游爱好者,在旅游中经常迷路。“你经常在外旅游,有丰富的旅游经验...",http://www.uu6u.com/show-6-371-1.html
3336,【备战中考】2015年中考如何构思创新话题作文-优秀作文网,"2015<em><b>年中考</b></em>如何构思创新话题<em><b>作文</b></em>考场<em><b>作文</b></em>若能写出新意便能得高分,而要在短短的时间内写出有新意的<em><b>作文</b></em>,关键取决于考生能否做到构思出新。只有灵活、...",http://www.uu6u.com/show-10-146-1.html
3336,【中考进行时。语文】夯实基础突破阅读提升作文-优秀作文网,"东莞市初中语文首批学科带头人邹峰老师表示,随着2015年考纲的发布,得知2015<em><b>年中考</b></em>语文学科在考试内容、题型、试卷结构和分值等方面都将延续去年的模式:试卷结构还是分...",http://www.uu6u.com/show-10-350-1.html
3336,【中考英语】作文万能开头14句!-优秀作文网,"<em><b>【中考</b></em>英语<em><b>】作文</b></em>万能开头14句!2015-08-1223:22:08作者:yuanhui点击:瑞天教育资讯每天为您提供最新鲜的数据分享,最实在的现状分析,最科学的教育理念,最实用...",http://www.uu6u.com/show-13-1944-1.html
3521,【文都四六级】正在热报,文都<em><b>四六级</b></em>正在热报学费:220元(含讲义)<em><b>考研</b></em>学员报四、六级100元。课程设置词汇4次、听力2次、<em><b>阅读4</b></em>次、<em><b>写作2</b></em>次、<em><b>翻译2</b></em>次、冲刺4次、提分班1次、模拟考试1次...,http://www.uu6u.com/show-8-906-1.html
3521,2015年6月英语四六级备考全攻略,"<em><b>2</b></em>.把<em><b>阅读</b></em>和听力选择题作为重点,不<em><b>写作</b></em>文,不做听写,不做<em><b>翻译</b></em>3.只有一本...<em><b>第二</b></em>步,3月29日~4月22日《中强度背短语、单词复习、继续做<em><b>四六级</b></em>历年真题》...",http://www.uu6u.com/show-10-2632-1.html
3805,中小学生作文_高考作文_作文素材大全_作文网,想去<em><b>秘密花园</b></em>作文素材日记周记信息专题做有趣的游戏做勇于担当的一代(国旗下演讲稿)做一只勇敢的海燕做一只生活中的海燕做一只猫做一个对社会有...,http://www.uu6u.com/
3805,另一个家园,"不久前刚看了根据同名小说改编的电影《<em><b>秘密花园</b></em>》(thesecretgarden)。原因是被《杰出青少年的7个习惯》一书中的介绍吸引住了,禁不住也想看看电影中的<em><b>秘密花园</b></em>到底",http://www.uu6u.com/show-13-19337-1.html
3805,消逝的幸运花园,"几天之后,宇骐和雪儿相聚在小时候一起玩耍的<em><b>秘密花园</b></em>。不忍离去的宇骐说:“我们以后可能不会再见面了”。雪儿木讷着,隐约听到脆弱的心灵在止不住地流泪。无情...",http://www.uu6u.com/show-7-15265-1.html
3805,这座庄园是一个古老而神秘的地方,"这座庄园是一个古老而神秘的地方,有一个被她姨夫—克兰文先生锁了十年的古老<em><b>花园</b></em>,还有被<em><b>秘密</b></em>藏在房间里的小男孩—柯林。玛丽的到来改变了这里的一切,她在知更...",http://www.uu6u.com/show-8-50374-1.html
3878,我家的垃圾去哪儿啦?,"这<em><b>垃圾</b></em>到底要<em><b>去哪儿</b></em>呢?今天,我非要把它弄个水落石出不可。只见妈妈没有下楼,而是径直往楼顶走去。<em><b>我家</b></em>楼顶菜园青青,种着红红的辣椒、绿绿的丝瓜、圆滚滚的...",http://www.uu6u.com/show-6-3878-1.html
3878,"【拉呱第二期】马上就清明节了,大家再坚持几天,加油加","捡<em><b>垃圾</b></em>看起来简单,其实很难。一得不怕人指指点点,...您知道根本在<em><b>哪儿</b></em>么?应该比我清楚吧涡阳交通随着取缔...特别是当<em><b>我去</b></em>他们<em><b>家的</b></em>时候刘老某人勿忘感恩青春...",http://www.uu6u.com/show-12-938-1.html
3878,小鱼的自述,"我的爸妈、同伴都到<em><b>哪儿去</b></em>了呢?我艰难地游着。...“五水共治”的告示,人们正在打捞河里<em><b>的垃圾</b></em>,镇长...亲爱的小鱼,你们获救啦!快,去畅快淋漓地洗个澡吧!...",http://www.uu6u.com/show-10-4659-1.html
3878,家乡小溪的“喜”与“忧”,"不知什么时候,小溪变了样,<em><b>垃圾</b></em>遍布,臭气熏天,有人们吃剩下的食物,有花花绿绿...鸭子<em><b>去哪儿</b></em>依米礼赞好山好水<em><b>我的</b></em>家让座接力赛阳光路上推荐文章...",http://www.uu6u.com/show-13-4272-1.html
4510,水与土,"土高兴地叫道,“不过,咱们先变成人吧,好不好?”水点点头。“变!”水变成了一个皮肤<em><b>水和土</b></em>是一对好姐妹。一天,水对土说:“土妹妹,咱们去旅行吧!”...",http://www.uu6u.com/show-12-19479-1.html
5188,流淌在我心中的小河,"伴随着一首首小河的歌曲,我的脑海中就浮现出我外婆家<em><b>的那条</b></em>长河。<em><b>那条河</b></em>既长又干净,每次走过<em><b>那条河</b></em>,我都会停下脚步,细细地观赏那干净的河面,那活泼可爱的小鱼...",http://www.uu6u.com/show-7-4749-1.html
5188,在心中默默吟诵着唐诗宋词,"我出生在美丽的江南水乡---嘉善。嘉善是著名的“鱼米之乡”,大大小小的河流纵横交错,美丽极了!而我<em><b>心中</b></em>也有一条美丽的河流。我们青龙花苑小区的前面就有...",http://www.uu6u.com/show-13-4599-1.html
5188,心中有条河,"<em><b>心中</b></em>有<em><b>条河</b></em>,一条迷人<em><b>的</b></em>河。小河两岸站着一排排柳树。微风吹来,一<em><b>条条</b></em>柳梢随风起舞,好像是在向我招手。我情不自禁走了上去,用我的小手轻抚着柳梢,好像我自己...",http://www.uu6u.com/show-8-4542-1.html
5188,五水共治——我心中的小河-佳作网-中小学生写,"听<em><b>爸爸</b></em>说在他小的时候这<em><b>条河</b></em>可是新市的交通要道,...那时候的市河绿水清清,在岸上也能看到小鱼小虾在...当我听到这里时,我想这就是我<em><b>心中的</b></em>小河,我多么...",http://www.uu6u.com/show-10-3834-1.html
5188,一个追梦的人,"<em><b>爸爸</b></em>妈妈着急道:“爸,您图个啥呀?”我拉起爷爷的...躺了好几个月,身体还没完全康复,又牵挂起<em><b>那条河</b></em>...他用一个老人最朴素的情怀,在人们<em><b>心中</b></em>激荡起最美的...",http://www.uu6u.com/show-6-4487-1.html
5281,我和老师的故事,"我从小就崇拜老师,<em><b>喜欢</b></em>“老师”——这个太阳底下最...等我<em><b>上学</b></em>后,发现这句话不假<em><b>,我</b></em>的成绩逐渐上升,...我想自己是感冒了,就用纸巾塞住来<em><b>上课</b></em>了。前一两节...",http://www.uu6u.com/show-6-18215-1.html
5281,我喜欢读书-作文,"从这个故事里我体会到了,做什么事都不能一心二用,要认真地去做,这样才能完成...《灰姑娘》等<em><b>,我</b></em>最<em><b>喜欢</b></em>《白雪公主》这篇故事,一位皇后在生女儿前许了两个愿望...",http://www.uu6u.com/show-13-35276-1.html
5281,初中毕业我们班有俩个男生去当兵了,"<em><b>不喜欢</b></em>文化课,也<em><b>不喜欢</b></em>像白领、蓝领一样朝九晚五碌碌的生活<em><b>,我</b></em>想当兵<em><b>,我喜欢</b></em>...每天早上四点在大围埂上负重跑,到了<em><b>上学</b></em>的时候就去<em><b>上课,</b></em>不再像以前一样自...",http://www.uu6u.com/show-10-15321-1.html
5281,我们真的理解父母吗?,"女孩在补习班<em><b>上课</b></em>,等到下课了,往日都是女孩的妈妈来...你也不肯,让你做什么,你都不情愿<em><b>,我喜欢</b></em>跳舞,...是谁7年没日没夜带你<em><b>上学,</b></em>拍你在陌生的学习不...",http://www.uu6u.com/show-7-36090-1.html
5281,我最难忘的一个人,"<em><b>上课</b></em>下课都那么温和的语言,让人觉得是那么的和蔼可亲...就是<em><b>不喜欢</b></em>学习,字也写不好,老师似乎也<em><b>不喜欢</b></em>我。...刚<em><b>上学</b></em>的第一天<em><b>,我</b></em>就<em><b>喜欢</b></em>上了温老师。因为她的语言...",http://www.uu6u.com/show-10-36686-1.html
5314,"不管你做那一行,看完这篇文章,理解透了,就等于你清华","<em><b>不管你做</b></em>那<em><b>一行,看</b></em>完<em><b>这篇文章</b></em>,理解透了,就等于你清华2015-09-0522:20:47...很多人在做任何事情的时候,刚刚付出一点点,马上就要得到回报。(学钢琴,学英语...",http://www.uu6u.com/show-6-2642-1.html
5314,"今年不管你做哪一行,都看看这篇文章(与成功有关)","很多人做生意,开始没有什么成绩,就想着要放弃,有的人一个月放弃,有的人三个月放弃,有的人半年放弃,有的人一年放弃,我不明白人们为什么轻易放弃,但是我知道,...",http://www.uu6u.com/show-13-1194-1.html
5806,中小学生作文_高考作文_作文素材大全_作文网,"在梦的路上,坚定启程【图片特辑】新学期、...桃花源记消散,若芬芳致人类的一封信小河变奏曲爱与梦<em><b>中国梦,我们的梦</b></em>【飞翔】一大波好友信...绿色,...",http://www.uu6u.com/
5806,"中国梦,我们的梦-作文","你们好!什么是<em><b>中国梦</b></em>?我认为<em><b>中国梦</b></em>就是全中国所有人<em><b>的梦,</b></em>那就是把祖国建设成富强、美好、和谐的大家庭。而要实现这一梦想<em><b>,我们</b></em>每个人都有责任和义务,尤其是...",http://www.uu6u.com/show-11-51330-1.html
5806,我与中国梦,"我的<em><b>梦,我们的梦</b></em>,铸就了<em><b>中国</b></em>的梦。——题记。从原始社会开始,我们的老祖先就完美的展现了他们的智慧——发明甲骨文、造石器、种植粟等等包括夏商周时期直到新<em><b>中国</b></em>...",http://www.uu6u.com/show-11-36152-1.html
5806,每个人都为自己的梦想奋斗着,"敬爱的老师,亲爱的同学们:你们好!今天我要演讲的题目是《<em><b>中国梦,</b></em>我<em><b>的梦</b></em>》梦想,是什么?梦想,是一个目标,是让自己活下去的原动力,是让自己开心的原因。在卖火柴...",http://www.uu6u.com/show-10-39187-1.html
5806,"中国,中国梦","<em><b>中国梦</b></em>不是某个人的梦想,它是全国十三亿中国人的梦想,<em><b>中国梦</b></em>因我们而充实<em><b>,我们的梦</b></em>因中国而绚丽。<em><b>中国梦</b></em>是复兴<em><b>梦,中国梦</b></em>是小康<em><b>梦,</b></em>是亿万中国人心中的强国梦!么...",http://www.uu6u.com/show-11-53266-1.html
6047,垂柳童年柽溪江,"曾经,我对家乡的小河为何叫<em><b>柽溪</b></em>,有着莫名的疑问,时常绕在爷爷膝边,不停地追问。可爷爷是个地道的农民,他也不甚清楚,只是一味地说,老一辈就这么叫了,它就是...",http://www.uu6u.com/show-7-4366-1.html
6047,请你别放弃,"那年冬天风在吹车影热烈的掌声从这里启航垂柳童年<em><b>柽溪</b></em>江推荐文章我努力,我收获请不要没主见一葵花栖身处,依稀见流年上帝的宣告我与世无争我...",http://www.uu6u.com/show-11-4361-1.html
6047,大禹小禹同治水,"垂柳童年<em><b>柽溪</b></em>江从这里启航热烈的掌声车影那年冬天风在吹2010·果筐学堂·第一场梦境四季人心,美丽不思量阅兵观后感铭记历史缅怀英烈昆虫世界...",http://www.uu6u.com/show-13-4367-1.html
6047,2010·果筐学堂·第一场梦境,"大禹小禹同治水垂柳童年<em><b>柽溪</b></em>江从这里启航热烈的掌声车影四季人心,美丽不思量阅兵观后感铭记历史缅怀英烈昆虫世界红色地标推荐...",http://www.uu6u.com/show-12-4368-1.html
6047,那年冬天风在吹,请你别放弃情系家乡水铁盒中的梦水的梦你还可以去开化城区走走车影热烈的掌声从这里启航垂柳童年<em><b>柽溪</b></em>江大禹小禹同治水推荐...,http://www.uu6u.com/show-13-4362-1.html
6399,我爱读书,"书是人类进步的阶梯;我<em><b>爱读书</b></em>,书能净化我们的心灵;我<em><b>爱读书</b></em>,书可以让我陶冶情操;我<em><b>爱读书</b></em>,书能教我许多知识。书是一位不会讲话的老师,教我们历史、常识、语文...",http://www.uu6u.com/show-10-32606-1.html
6399,Day17第三封信养成爱读书的习惯,"第三封信养成<em><b>爱读书</b></em>的习惯孩子,你可知道,书籍的海洋是知识的源泉,勤奋读书可以获得广博的知识?首先,我要给你讲一个故事:从前有一个学者,他生在达官显贵之家,...",http://www.uu6u.com/show-7-3173-1.html
6399,【爱读书】行思歌,【<em><b>爱读书</b></em>】行思歌伫高楼长空寂阔夕辉薄树影错寻旧陌石上有诺冷雨落纸伞破扶木桥湿青纱袍鸳鸯闹戏水笑桃之夭似红颜俏心旌摇泪如飘恨罢诉语清泠月月不盈恨...,http://www.uu6u.com/show-10-3554-1.html
6399,爱看书的外公,"长了一张瓜子脸,一双爱看书的眼睛,一个大大的鼻子,一双勤动笔的手,就是我的高龄外公---黄棣。他每天都穿着一件白色T恤衫、一条蓝色的长裤和一双黑色皮鞋...",http://www.uu6u.com/show-10-37955-1.html
6399,"【梦之奇讲座】要想孩子爱读书,我们自己先成为爱读书的","【梦之奇讲座】要想孩子<em><b>爱读书</b></em>,我们自己先成为<em><b>爱读书</b></em>的2015-08-1021:40:43作者:yuanhui点击:梦之奇开业时我们做了个亲子互动教育的讲座邀请了一位奶爸—...",http://www.uu6u.com/show-13-1868-1.html
7288,我的一个梦想,"用小脚拍打溅起许多<em><b>小水滴,</b></em>小她两岁的妹妹则在一旁采花嬉戏,两人玩得开心极了...我想<em><b>我也</b></em>会像他们一样,沿着这条路,追着这个梦,披星戴月,披荆斩棘……...",http://www.uu6u.com/show-10-4836-1.html
7288,一颗小水滴的梦幻之旅,"我<em><b>梦想</b></em>着<em><b>,我</b></em>的家乡千岛湖知名度越来越高,而我有朝一日成为了摄影家镜头的焦点...看过一颗<em><b>小水滴</b></em>的梦幻之旅的人还在看<em><b>一个</b></em>普通工人的<em><b>梦想</b></em>线乡之梦城之梦...",http://www.uu6u.com/show-9-4191-1.html
7288,"飞扬中国梦,我的梦","<em><b>梦想</b></em>也可以<em><b>是一</b></em>种信念、一份追求、一种期望、一份...可我可以肯定的是,我们都<em><b>有一个</b></em>共同的<em><b>梦想</b></em>——中国...似萌芽、似<em><b>水滴</b></em>、似湖泊、似繁星,浅幻了坚实的梦...",http://www.uu6u.com/show-9-18230-1.html
7288,我深知老师这个职业的辛苦,"我相信,终有一天<em><b>,我</b></em>会站在成功的那<em><b>一个</b></em>点上开始新的旅程。我小时的<em><b>梦想</b></em>是当...就像大海,信念坚持就像那<em><b>小水滴,</b></em>只有我们把每一份坚持,每一份信念,都会聚在一...",http://www.uu6u.com/show-6-32862-1.html
7288,绽放中国梦想之花,"这些文字就像一群可爱的小精灵在我的笔尖跳跃着,...读着<em><b>一个</b></em>个有趣的故事<em><b>,我也</b></em>拥有了<em><b>一个</b></em>属于自己的...四溅的<em><b>水滴</b></em>中承载着我们最初的梦幻,阳光射过,折射...",http://www.uu6u.com/show-13-49472-1.html
7448,争先恐后地从云端跳下来,"在雪天里,<em><b>孩子们</b></em>也快乐。他们<em><b>尽情地打雪仗</b></em>、堆雪人、打滚、躺在雪地里仰望蓝天。看着他们,你肯定会迫不及待地加入进去,也跟着他们,尽情地享受冬之趣。...",http://www.uu6u.com/show-8-48355-1.html
8739,【美丽杭州与你相约】“新作文”小学作文有效课堂教学,"“新课标”下有效作文教学成果,中国文章学研究会导读导写研究中心、新作文杂志社、<em><b>杭州市江干区</b></em>教育局教研室、杭州师范大学东城<em><b>实验学校</b></em>联合举办“新作文...",http://www.uu6u.com/show-13-1676-1.html
10287,"忽略的,有时是最重要的","奶奶,奶奶,我爱你。当我懂得爱时,你却不能在听到。这句忽略的话,是否能带到你所在的天国?这句最重要的话。初二:雨晓嘉相关推荐看过<em><b>忽略的,</b></em>有时<em><b>是最重要的</b></em>...",http://www.uu6u.com/show-8-36682-1.html
10287,"【We时代】“那些年,我们一起拍过的微电影”鹰眼分享","剪辑要做到最基本也是<em><b>最重要的,</b></em>就是画面的流畅性。这需要我们对细节的掌握,<em><b>忽略</b></em>了细节<em><b>往往</b></em>会会影响作品的效果。动、静镜头衔接的剪辑也同样需要流畅,...",http://www.uu6u.com/show-12-1472-1.html
10287,做一个努力的人,"但不管怎样,作为一个人的人生志向,我以为当什么并不重要;不管是谁,<em><b>最重要的是</b></em>...究其原因<em><b>,往往</b></em>就是因为太关注拥有,而<em><b>忽略</b></em>做一个努力的人。对于今天的孩子们,...",http://www.uu6u.com/show-7-46438-1.html
10287,对自己的人生负责,"做人比事业和爱情都更<em><b>重要,</b></em>不管你在名利场和情场上...实际情况<em><b>往往是,</b></em>这样的人把尽责不是看作从外面加给...被<em><b>忽略的</b></em>爱我最爱吃的水果拥抱她,给予她简单...",http://www.uu6u.com/show-6-18884-1.html
10287,【技术贴】高考怎么改?学生怎么学?一中老师的科学指导,"考点强调的是‘文中’,所以面对全国卷,考生们<em><b>最重要的</b></em>就是分析文章结构,把握...优秀生<em><b>往往忽略</b></em>和藐视<em><b>的,</b></em>实质上这<em><b>是最</b></em>致命的。(8)“自学能力”...",http://www.uu6u.com/show-11-1678-1.html
