specialid,title,description,url
3487,【福利】致我们即将逝去的童年-_-||,"<em><b>【福利】致我们即将逝去的童年</b></em>-_-<em><b>||</b></em>2015-09-2223:21:07作者:yuanhui点击:duang~关于前段时间武媚娘被广电总局剪成了武大头的风波才刚刚过去,这次陪伴我们...",http://www.uu6u.com/show-6-3487-1.html
3487,致我们终将逝去的童年-作文,"我毫无防备的时候,你悄悄地到来,为什么在我渴望你的时候,你却<em><b>即将逝去</b></em>。...看过致我们终将<em><b>逝去的童年</b></em>-作文的人还在看致我们终将<em><b>逝去的童年</b></em>【5篇<em><b>】致我们</b></em>...",http://www.uu6u.com/show-11-53206-1.html
3487,致即将逝去的童年,"致<em><b>即将逝去的童年</b></em>2016-06-0210:41:07作者:mayaru点击:我想把童年深埋在梦里等我需要她,再一梦醒来回忆,回忆,童年的美好童年,童年,渐行渐远的童年...",http://www.uu6u.com/show-11-53163-1.html
3681,"【秘密】穹顶之下,深圳之上","当柴静带着《<em><b>穹顶之下</b></em>》回来时,被刷新的不仅是各种屏幕,还有公众对雾霾的再认知。是不是在当代中国,发展与环保不能兼得?在柴静看来暂时如此。事实上...",http://www.uu6u.com/show-9-3681-1.html
3681,【穹顶之下】电子科技大学中山学院环保征文大赛来啦,"央视主播柴静的《<em><b>穹顶之下</b></em>》再一次引起了人们对环保的关注作为大学生的我们也应该尽自己的一份力来保护环境,现在,机会来了,电子科技大学中山学院化生学院主办的...",http://www.uu6u.com/show-8-3253-1.html
3698,【搞笑】当年写过的那些“经典”作文,"上小学时老师让写<em><b>一篇</b></em>关于做家务的作文,反复强调要...以前我同桌写“我的爸爸又粗<em><b>又长</b></em>”当时老师批评说...推荐<em><b>文章</b></em>我最喜欢的历史人物寻找真正的世外桃源...",http://www.uu6u.com/show-8-820-1.html
3725,医生实习日记(6),"<em><b>医生实习日记(6)</b></em>2015-10-0518:33:06作者:yuanhui点击:实习日记来自于2006--2007年在柳州市工人医院战斗的日子。当时就是一个虚度光阴的主儿,通宵上网,游戏...",http://www.uu6u.com/show-9-3725-1.html
3725,【心血管科医生日记】强心、利尿、扩血管---慢性收缩,"心前区可闻及舒张期奔马律及2/6级收缩期杂音,肝肋下触及肿大,双下肢...看过【心血管科<em><b>医生日记</b></em>】强心、利尿、扩血管---慢性收缩的人还在看...",http://www.uu6u.com/show-12-1337-1.html
3725,"15位杰出女性赠言,助你开启无惧无畏的2015年","美国金牌制片人、编剧及导演,作品包括《公主<em><b>日记</b></em>2》,《<em><b>实习医生</b></em>格蕾》等...她赢得过6次艾美奖,三次金球奖,以及三次美国演员工会奖。...",http://www.uu6u.com/show-7-1724-1.html
3725,"为什么医生总叫孩子多喝水,想知道真相吗?","首页&gt;<em><b>日记</b></em>周记&gt;正文为什么<em><b>医生</b></em>总叫孩子多喝水,想知道真相吗?...6发炎身体为了保全大局,将血液中的病毒和细菌集中在一个地方,因此会出现红肿热...",http://www.uu6u.com/show-13-1522-1.html
3725,实习律师日记(3)---医患微信公众号关注突破100,"<em><b>实习</b></em>律师<em><b>日记(</b></em>3)---医患微信公众号关注突破1002015-07-1900:38:59作者:yuanhui点击:我的微信公众号建立一个月,关注人数已经过百了,并且每天...",http://www.uu6u.com/show-13-1389-1.html
3924,听花开的声音,"这一天真的很快乐很快乐……暑假我来到过花海,心里很知足,路还很长,花海,祝你永远这样美丽、自然,绽放,让我听<em><b>花开的声音</b></em>。相关推荐看过听<em><b>花开的声音</b></em>的人还在看...",http://www.uu6u.com/show-8-34075-1.html
3924,我听见花开的声音,"还是听到了一种声音,那种独特的声音。如果要问这是什么声音,那便是<em><b>花开的声音</b></em>,让我们感悟了花开的美,人性的美。我们应该珍惜他们带给我们的美,让这种...",http://www.uu6u.com/show-8-34284-1.html
3924,"倾听,花开的声音","倾听,<em><b>花开的声音</b></em>2016-04-1508:13:23作者:yuanhui点击:春,在我看来,不过是一个矫情的季节。我喜欢夏天,热情如骄阳,树木郁郁葱葱;秋天,温婉如皓月,红枫似...",http://www.uu6u.com/show-12-21660-1.html
3924,聆听一朵花开的声音,"聆听一朵<em><b>花开的声音</b></em>2016-03-1623:26:50作者:yuanhui点击:文胡雅倩风吹的翅膀,我们的记忆。耳边荡漾着六哲的旋律,喔,原来我们的记忆是一场梦幻,耳边摇曳...",http://www.uu6u.com/show-12-18025-1.html
3980,"冬天来了!加拿大卑诗省叫停,美国EB-5走向成谜","纽约中央公园南柏宁豪宅EB-5项目广州首发定于4月12日(周日)14:00,在广州市珠江新城W酒店I会议厅隆重举行。欢迎广大投资人现场与项目方和开发商...",http://www.uu6u.com/show-11-3756-1.html
3980,【快乐阅读】青岛职业技术学院4月读书月邀你来参与,时间要求1-<em><b>5分钟</b></em>。四、活动时间作品提交:4月10日—15日作品评审:4月...<em><b>美在</b></em>途中表.时间.命运将有一个四月品味时尚-作文屋前屋后秋天是...,http://www.uu6u.com/show-7-3630-1.html
4873,地球爷爷,"以前,<em><b>地球爷爷</b></em>开心的过着属于他的每一天!春天天高云淡,夏天阳光灿烂,秋天秋高气爽,冬天寒风刺骨。而现在的天气,却在六月下冰雹。于是,<em><b>地球爷爷</b></em>的脸上就显出了一...",http://www.uu6u.com/show-12-4623-1.html
4977,毕业-作文,"但那些都是空虚的,都会消失不见的,变成谁也看不见的<em><b>透明色</b></em>。忽然有一次,在街上看见了班主任。她还是老样子,那么幽默开朗,虽然无情的岁月在她脸上留下了许多痕迹...",http://www.uu6u.com/show-12-30457-1.html
4977,你是我人生路里的太阳,"彼此界限不分明,你在我眼中成了<em><b>透明色</b></em>,而我亦然。你比我更了解我。我失去了你,似断线的风筝,似无水的鱼儿,似无根的老树,似独身的飞鸟,该何去何从?...",http://www.uu6u.com/show-10-30143-1.html
5592,珍惜现在憧憬未来,"的地球妈妈重新披上美丽的外衣,我们每一个人都应该行动起来,<em><b>珍惜现在</b></em>,憧憬<em><b>未来</b></em>!...看过<em><b>珍惜现在</b></em>憧憬<em><b>未来</b></em>的人还在看铭记历史<em><b>圆梦</b></em>中华-佳作网-...学做...",http://www.uu6u.com/show-10-4969-1.html
5592,"珍惜现在的兄弟情,让我们一起共创美好未来","让我们共同<em><b>珍惜现在</b></em>,把握友情,在人生的道路中携手并进,为自己的理想而奋斗。让我们共同<em><b>珍惜现在</b></em>的友情,携手共创美好的<em><b>未来</b></em>相关推荐看过<em><b>珍惜现在</b></em>的兄弟情,让我们一起...",http://www.uu6u.com/show-10-17647-1.html
5592,仰望星空与脚踏实地,"在憧憬着自己有一个精彩的<em><b>未来</b></em>,但是夜路总是很危险...一个人懂得<em><b>珍惜</b></em>时间、懂的追求理想的人、懂得为自己...星空很美梦想很美,脚踏实地是因为道路坎坷、<em><b>圆梦</b></em>...",http://www.uu6u.com/show-9-16087-1.html
5592,我们能做的只有珍惜未来,"朗费罗曾经说过:“不要老叹息过去,它是不再回来的;要明智地改善<em><b>现在</b></em>。要以不忧不惧的坚决意志投入扑朔迷离的<em><b>未来</b></em>。”所以从<em><b>现在</b></em>开始。我们能做的只有<em><b>珍惜未来</b></em>!...",http://www.uu6u.com/show-12-31212-1.html
5913,我“战败”的狼王,"<em><b>狼王</b></em>毕竟是<em><b>狼王</b></em>,几回合的恶战我已负伤累累,背上的伤口被风吹得刺痛,一团艳红让我身下的枯草变成了嗜血的魔鬼,我大喘着粗气,死死的盯着你的右腿。不能等,你...",http://www.uu6u.com/show-6-30285-1.html
6080,"美丽中国,我的中国梦-作文","龙应台曾在《野火集》中提及过,我的梦想是:希望<em><b>中国的下</b></em>一代,可以在任何一个...<em><b>美丽中国</b></em>,我的中国梦。我知道,它并不遥远;但也并非是触手可及。那么我愿意尽...",http://www.uu6u.com/show-9-16172-1.html
6080,"展现青春梦想,共绘美丽中国","因为有梦,所有美好;因为我们正在加入,<em><b>美丽的中国</b></em>会更加精彩。我们用正能量托起坚硬而<em><b>美丽的</b></em>翅膀,翱翔于中华民族的蔚蓝长空,我们高高扬起理想,信念之帆,长风破浪,去圆...",http://www.uu6u.com/show-6-45443-1.html
6080,"实现美丽中国梦,人人有责","习近平主席提出,<em><b>中国</b></em>梦,就是对<em><b>建设</b></em>社会主义国家,<em><b>建设</b></em>社会主义现代化强国,实现中华民族的伟大复兴的历史接力,它们既一脉相承,又与时俱进,从而构成<em><b>中国</b></em>共产党领导全国...",http://www.uu6u.com/show-13-34431-1.html
6080,《北京大学?美丽中国?》圆满告一段落,"今天,为期四天的《北京大学?<em><b>美丽中国</b></em>?》课程终于到了尾声了。在这最后一天的课程里,中国中医药养生联盟理事长、国际自然科学研究院院长陆家易老师又给家人们带来...",http://www.uu6u.com/show-11-2775-1.html
6250,美丽的浦阳江,"浙江因水而名,因水而美,因水而兴,因为有了水才有了响亮的名字——“江南水乡”。我家门前有一条家喻户晓的江——<em><b>浦阳江</b></em>,它在政府吹响的“五水共治”的...",http://www.uu6u.com/show-9-4889-1.html
6250,家乡的母亲河换颜记,"403班印家宁指导老师:张秀莲水,是地球上所有生命的源泉,是人们赖以生存的重要资源。一滴水,一滴水,滴水汇成江河,我的家乡有条母亲河——<em><b>浦阳江</b></em>。爷爷对我说,...",http://www.uu6u.com/show-12-4045-1.html
6250,保护水资源,"在回家的路上,我又看见了一项五水共治的宏伟工程。这项工程在<em><b>浦阳江</b></em>的上游...立在翠湖湿地公园边上的这条标语深深地铭刻在<em><b>我心中</b></em>。同学们,让我们齐心协力,...",http://www.uu6u.com/show-8-4343-1.html
6610,也许这在许多人看来仅仅是些稀松平常的小事,"“青<em><b>出于蓝</b></em>而<em><b>胜于蓝</b></em>”,那在妈妈来看可是犯了滔天大罪,妈妈一定会苦口婆...<em><b>我要</b></em>看在妈妈为我的份上好好学习,近几天,停了一天的电,天气很热,...",http://www.uu6u.com/show-9-24582-1.html
6857,中国梦是中华民族的伟大复兴之梦,"梦想是启明星,为迷失的人指明方向;<em><b>梦想是灯塔,</b></em>为航<em><b>船</b></em>照亮前进的道路。历史上,有许多为自己的国家而不惜自己的生命:以身挡弹的黄继光、舍身炸碉堡的...",http://www.uu6u.com/show-12-31337-1.html
6857,"我是船,只属于远方的船","<em><b>我是船,</b></em>只属于远方的船青春的叛逆,让我觉得自己是船,不受束缚地前进着,驶向远方,只属于我的远方。我要用我的努力,我的奋斗作为白帆,迎着风,和明天一起飘扬,...",http://www.uu6u.com/show-7-19171-1.html
6857,前方有灯塔,"我的世界里总是充满着迷茫,犹如驾<em><b>船</b></em>航行在浩瀚大...可是有那么一天,你出现了,犹如前方那明亮的<em><b>灯塔</b></em>将我...放飞<em><b>梦想</b></em>清清浦阳江碰撞与美推荐文章闭...",http://www.uu6u.com/show-10-4073-1.html
6857,"以父爱的名义,向梦想者致敬——上海最具温情的童话城堡","别墅,这就是上海马勒别墅,存在于童话般的<em><b>梦想</b></em>...<em><b>船</b></em>舵、<em><b>船</b></em>锚、海草、海浪、海上日出、海上<em><b>灯塔</b></em>...国学经典伴我成长-作文责任心的光芒印象常州...",http://www.uu6u.com/show-6-2861-1.html
6857,中国梦健康梦---白求恩人的梦,"人生没有<em><b>梦想</b></em>就如飞机失去航标,船只失去<em><b>灯塔,</b></em>终将被社会所淘汰。碌碌无为...我相信大家都不会。一个外国人,毫不利己的精神,把中国人民的解放事业...",http://www.uu6u.com/show-9-1836-1.html
7728,人生与理想,"一棵小树因<em><b>梦想</b></em>长成参天大树而选择与白云<em><b>为伴</b></em>;一只帝王蜂因渴望振翅高飞而选择与蓝天为友;一生的成功源于它们的理想。理想是前进的方向。有理想的人,生活不再彷徨...",http://www.uu6u.com/show-12-39602-1.html
7728,与梦想相伴-作文,"一、阅读下面的材料,按要求作文<em><b>与梦想</b></em>相伴,能使荒漠上升起一片绿色,空白处填充一片色彩,孤独时呈现一片活力。<em><b>与梦想</b></em>相伴,大地就会多一分生机,生命就会多一分鲜活...",http://www.uu6u.com/show-9-16582-1.html
7728,伴着梦想飞翔,"子曰:“知之为知之,不知为不知,是知也。”应该实事求是,才能脚踏实地学习。...圆我的梦想,我的梦想不是梦,在如今的社会中,让我们<em><b>伴</b></em>我们的理想<em><b>与梦想</b></em>尽情...",http://www.uu6u.com/show-6-36648-1.html
7728,梦想伴我成长,"我毫不犹豫地告诉了妈妈,换来的却又是一次笑,但我发现妈妈这次的笑与上次有...回想那一刻,<em><b>梦想</b></em>—直在我心底,更伴我成长...相关推荐看过<em><b>梦想伴</b></em>我成长的人...",http://www.uu6u.com/show-11-4520-1.html
7728,理想伴我一路成长,"在人生的旅途中,有一种力量,指引我方向;有一盏灯为我照亮夜行的路;有一股清泉滋润我即将枯竭的心灵,因为有了理想我才不会迷茫。理想,伴我一路成长。...",http://www.uu6u.com/show-9-15688-1.html
8124,介绍我的家乡,"四年前我随父母来到了奶奶的故乡张家港。其实<em><b>我的</b></em>第一故乡在福建。每年春节我都要回去,我希望你和我一起去福建玩。福建不像张家港是平原地带,那里有闻名的武夷山...",http://www.uu6u.com/show-12-37341-1.html
8124,我爱我的家乡,"我来自江西,那里群山包围的地方就是我<em><b>家乡</b></em>,一年四季都有看不完的美景,一个神奇的地方。初春,蜡梅早早地就探出头来了,小蜜蜂纷纷向它的笑脸迎去,瞧!山坡那座...",http://www.uu6u.com/show-12-19072-1.html
8124,发现作文:我的家乡,"<em><b>我的家乡我的家乡</b></em>在海南岛,那里风景优美,物产丰富,是个美丽的地方。每年的暑假,我们一家就会从湖南永州千里迢迢回到这里。道路两旁的椰子树一眼望不到边,海水湛蓝...",http://www.uu6u.com/show-6-1931-1.html
8124,我爱我的家乡-作文,"<em><b>我的家乡</b></em>是著名的风筝之都——潍坊,又称“鸢都”,是一个景色优美、物产丰富、人杰地灵的好地方。每年的4月20日一年一度风筝盛会就会在<em><b>我的家乡</b></em>如期进行,来自...",http://www.uu6u.com/show-11-35581-1.html
8124,我的家乡新风貌,"<em><b>我的家乡</b></em>新风貌光阴似箭,日月如梭,家乡这几年的变化可说是恍如隔世,桑田沧海。比不过湖南张家界,也比不过海南亚龙湾……但是<em><b>我的家乡</b></em>在我心中是最美丽的人间天堂,...",http://www.uu6u.com/show-6-31003-1.html
9121,当像杨利伟叔叔那样的宇航员,"<em><b>梦想</b></em>,是我们人生道路上不可缺少的一部分。<em><b>梦想</b></em>,是人类进步<em><b>的阶梯</b></em>。<em><b>梦想</b></em>,是给予我们信心的源泉。每个人都应该拥有<em><b>梦想</b></em>,如果一个人在他这一生中没有拥有任何<em><b>梦想</b></em>,...",http://www.uu6u.com/show-9-34574-1.html
9121,我深知老师这个职业的辛苦,"<em><b>梦想</b></em>,是美好的;<em><b>梦想</b></em>,是我们必须要持之以恒的动力;<em><b>梦想</b></em>,是艰难的,是不容易去实现的。但坚持<em><b>梦想</b></em>也是实现<em><b>梦想</b></em>最简捷的道路。我有许多<em><b>梦想</b></em>,虽然它离我很遥远,但是...",http://www.uu6u.com/show-6-32862-1.html
9121,这一个个梦将汇集成一个伟大的中国梦,"课堂上,我们要专心听讲,积极回答问题;写作业时要一丝不苟;生活中,我们要多做一些力所能及的事,以实际行动来搭建通向<em><b>梦想的阶梯</b></em>。...",http://www.uu6u.com/show-8-50320-1.html
9121,最远的与最近的,"我明白学习是我抵达心中最远的<em><b>梦想的阶梯</b></em>。于是,学习成为了我的主旋律。那葡萄架下的欢欣成为了昔日的回忆,甚至,我开始厌恶这样的生活,它过于平淡,...",http://www.uu6u.com/show-13-15526-1.html
9121,为了理想而拼搏,"终于,为科学创下了奇迹,为人类做出了贡献,为自己的理想踏出了成功<em><b>的阶梯</b></em>,这是...我们在为<em><b>梦想</b></em>而奋斗时,会迷茫,会失去方向,这种时刻,就应该多给自己一些自信,不...",http://www.uu6u.com/show-7-33587-1.html
9689,《归去来兮辞》改写,"箜篌弹尽悲欢离合,星引月残,独断共生,也无人惜从教坠,扰了谁的眠,<em><b>流年</b></em>似...独然屹立月下,形影相吊,飞云冉冉蘅皋路,目送芳尘去,<em><b>锦瑟</b></em>年华,一夜鱼龙舞,风...",http://www.uu6u.com/show-12-15666-1.html
9689,《归去来兮辞》仿写:末歌祭,"箜篌弹尽悲欢离合,星引月残,独断共生,也无人惜从教坠,扰了谁的眠,<em><b>流年</b></em>似水...独然屹立月下,形影相吊,飞云冉冉蘅皋路,目送芳尘去,<em><b>锦瑟</b></em>年华,一夜鱼龙舞,风...",http://www.uu6u.com/show-13-16370-1.html
9725,化蝶-作文,"毛毛虫<em><b>化蝶</b></em>不是都还有一个破茧的过程吗?虽一时被茧所困,但我相信我终将会破茧<em><b>化蝶</b></em>,飞向远方,直至生命终结。全力以赴,永不放弃!我暗自对自己说道。然后转身,...",http://www.uu6u.com/show-10-16686-1.html
9725,我是梦想,"我是生命的动力,我为科学家创造奇迹,我为诗人唤起灵感,我是幸福的祭奠。我是伟大爱情的前提,因为有我,才有梁山伯与祝英台<em><b>化蝶</b></em>的千古佳传;我是奋斗者的坚强...",http://www.uu6u.com/show-10-17211-1.html
9725,印象杭州,"杭州,许仙、白娘子断桥相会,梁山伯、祝英台<em><b>化蝶</b></em>齐飞……对我来说,杭州有着一股神秘的气息。这个暑假,我游览了杭州。它带给我的,却是一种与想象截然不同的感觉...",http://www.uu6u.com/show-9-32532-1.html
9725,与子成说白发何妨,"从小到大,听过的缠绵悱恻的爱情故事很多。东方有梁祝,那祝英台<em><b>化蝶</b></em>的结局更让我每度伤神;西方有罗密欧与朱丽叶,相携走过生命春秋。而在我看来,最最美好动人的...",http://www.uu6u.com/show-13-19268-1.html
9725,"小升初,曾经错过的阳光","“孩子,别哭,在<em><b>化蝶</b></em>的黑暗里,你要勇敢!”妈妈用那双饱经风霜的手抚摸着我的额头,坚硬如铁,让我镇定下来。“云云,别放弃,人生就是一个不断战胜自我的过程。...",http://www.uu6u.com/show-7-36793-1.html
10750,平凡的不能在平凡了13年前,"大千世界,芸芸众生,我是沧海中的一粒,<em><b>平凡</b></em>的不能在<em><b>平凡</b></em>了13年前,我的到来,...我喜欢这一切,喜欢天空、大海、月亮以及<em><b>一颗</b></em>不被打扰的心,人的心胸不也得到开阔...",http://www.uu6u.com/show-10-23492-1.html
10750,中山陵,"于是我便<em><b>选择</b></em>了在默默中登上这百级台阶。我快步上山,穿过两道门,在墓碑前献...我们对你永远都只有崇敬,怀着<em><b>一颗平凡</b></em>的微不足道的心来祭奠你,瞻仰你先进光辉...",http://www.uu6u.com/show-9-19436-1.html
10750,南京之旅,"于是我便<em><b>选择</b></em>了在默默中登上这百级台阶。我快步上山,穿过两道门,在墓碑前献...我们对你永远都只有崇敬,怀着<em><b>一颗平凡</b></em>的微不足道的心来祭奠你,瞻仰你先进光辉...",http://www.uu6u.com/show-7-38410-1.html
10750,活着-作文,"我替他感到庆幸,因为他<em><b>选择</b></em>了后者。至少,在他的...,所有的行动都是被提线束缚着,包括<em><b>一颗</b></em>麻木的心。...也许我默默无闻,<em><b>平凡</b></em>无奇,可我有活着的感觉。我能...",http://www.uu6u.com/show-13-16588-1.html
10750,态度决定人生-作文,"无论你的内心重或轻,你都应保持<em><b>一颗</b></em>积极向上的心态...无论你是<em><b>平凡</b></em>还是伟大,乐观的态度总能让你闪耀光彩...停止无尽的牢骚,拒绝光阴的虚度,<em><b>选择</b></em>乐观的态度,铸就...",http://www.uu6u.com/show-12-17935-1.html
10777,"青春不散场,亦不诉离殇","<em><b>青春不散场</b></em>,亦不诉离殇2016-03-0613:16:35作者:yuanhui点击:7天的军训又苦有累,我咬着牙挺了过去,却不由得想起你,想着弱不禁风的你,在暴日下走着...",http://www.uu6u.com/show-13-16162-1.html
10777,"青春,不曾散场","<em><b>青春</b></em>,不曾<em><b>散场</b></em>2016-03-2022:17:16作者:yuanhui点击:——题记总是在没有顾虑的时候静静的听歌;在没有忧愁的时候抬头看星星;在漫无目的的时候翻开标记着小...",http://www.uu6u.com/show-6-18471-1.html
10777,我们的青春永不散场,"我们的<em><b>青春</b></em>永<em><b>不散场</b></em>2016-04-1215:44:54作者:yuanhui点击:窗外有几亩田,田中的油菜花开了,一片金黄,似是春天的使者穿着金边丝裙而来,缀着点点嫩绿,挥一...",http://www.uu6u.com/show-12-19463-1.html
10777,"十七岁的青春,不散场","抬起头,望着暖阳,我微微眨眼,阳光好刺眼,不禁留下了一滴泪。咬咬嘴唇,顿顿地说,十七岁的<em><b>青春</b></em>,永<em><b>不散场</b></em>。相关推荐看过十七岁的<em><b>青春</b></em>,<em><b>不散场</b></em>的人还在看一切只...",http://www.uu6u.com/show-9-15575-1.html
10777,青春荒唐不负你。,"一如当初的沉重,高三烦琐的事特别的多,刚和朋友吵过架,或许是<em><b>青春</b></em>的倔强总不...我们就该如这些花般的坚强,即使面临高考的来临,分别的<em><b>散场</b></em>,也要毅然的绽放光彩...",http://www.uu6u.com/show-10-16165-1.html
11379,“中国文化·王冠之明珠”课程学习暨复习大纲(二),一、熟读并讲析《离骚》(力争背诵);默写并赏析《<em><b>湘夫人</b></em>》《国殇》等。二、解释:1、《楚辞》2、《离骚》3《九歌》4《天问》5屈宋...,http://www.uu6u.com/show-8-3259-1.html
11385,她这种可视电话费用高,"我说:你可以给我发<em><b>短信</b></em>啊,<em><b>一条</b></em>才一角钱,而且10...保存到你的电话,然后,你想说那句,说<em><b>发给</b></em>我那句。...我知道,母亲想说:<em><b>儿子</b></em>,你37岁了,<em><b>生日</b></em>快乐!...",http://www.uu6u.com/show-7-16693-1.html
11572,忆里的回忆,"<em><b>忆</b></em>里的回<em><b>忆</b></em>2016-04-1501:03:01作者:yuanhui点击:回眸一看,一切的事物还是老样子。——题记我坐在窗边静静的品着咖啡,闻着挺香,喝下去去很苦,就像我以...",http://www.uu6u.com/show-8-21524-1.html
11572,忆大连,"看过<em><b>忆</b></em>大连的人还在看<em><b>忆</b></em>垂髫<em><b>忆</b></em>八月桂花正开时<em><b>忆</b></em>,暑假那段日子<em><b>忆</b></em>,古往今来艺术-作文<em><b>忆</b></em>读书<em><b>忆</b></em>荷塘月色<em><b>忆</b></em>经年、小桥流水畔<em><b>忆</b></em>那一季流年<em><b>忆</b></em>曲...",http://www.uu6u.com/show-12-49429-1.html
11572,忆垂髫,"<em><b>忆</b></em>垂髫2016-05-3109:52:09作者:mayaru点击:记得小时候,妈妈时常告诉我生活上有很多意外发生,所以人要懂得随机应变。特别是你这样4、5岁的小屁孩。要懂得...",http://www.uu6u.com/show-12-49428-1.html
11572,忆影,"从出生到现在,我的相册已经有厚厚的三本了,这是我童年的<em><b>忆</b></em>影。看着一张张包含着喜怒哀乐的相片,我似乎穿越时空,回到了从前,重温少年时代的幸福生活。人的一生是...",http://www.uu6u.com/show-12-49438-1.html
11572,忆曲,"<em><b>忆</b></em>曲2016-05-3109:52:09作者:mayaru点击:落花有情、流水无意。飞絮乱了思绪,却苦了相思情。天不再晴、连绵阴雨,风不歇、花的折翼枯叶蝶。幽幽山谷,...",http://www.uu6u.com/show-12-49434-1.html
11817,【致舍友】感谢我最美的时光里有你一路相随~~~,"快来秀出你们之间的小故事,让我们彼此互相温暖。在我们人生最美好的时刻,感谢有你,一路相随。相关推荐看过【致舍友】感谢我最美的<em><b>时光里</b></em>有你一路...",http://www.uu6u.com/show-9-2814-1.html
